dept,number,prof,year,semester,section,A,B,C,D,F,I,S,U,Q,X,gpa
CSCE,421,CHOE Y,2022,SPRING,700,54,25,6,0,1,1,0,0,9,0,3.523
CSCE,421,DUYSAK A,2023,FALL,1254,53,24,3,1,2,0,0,0,5,0,3.506
CSCE,421,DUYSAK A,2023,SUMMER,700,20,2,2,0,1,0,0,0,0,0,3.6
CSCE,421,DUYSAK A,2024,SPRING,550,4,1,0,0,0,0,0,0,0,0,3.8
CSCE,421,JI S,2023,FALL,704,10,22,5,1,0,0,0,0,8,0,3.079
CSCE,421,KING R,2023,SPRING,501,56,21,4,0,2,0,0,0,16,0,3.554
CSCE,421,MORTAZAVI B,2020,FALL,700,56,20,5,2,2,0,0,0,5,0,3.482
CSCE,421,MORTAZAVI B,2021,FALL,702,44,23,12,5,1,1,0,0,7,0,3.224
CSCE,421,MORTAZAVI B,2023,SPRING,700,59,27,5,0,1,0,0,0,6,0,3.554
CSCE,421,NOWROOZILARKI Z,2024,SPRING,500,60,19,7,0,2,0,0,0,12,0,3.534
CSCE,421,SHARON G,2021,FALL,500,29,26,11,9,1,0,0,0,11,0,2.961
CSCE,421,WANG Z,2020,SPRING,700,38,8,0,0,0,0,0,0,0,0,3.826
CSCE,421,YANG T,2024,SPRING,501,72,28,7,1,2,0,0,0,2,0,3.518
CSCE,430,KEYSER J,2020,SPRING,500,21,4,12,4,1,0,0,0,2,0,2.952
CSCE,430,KEYSER J,2021,SPRING,700,44,12,14,3,3,1,0,0,8,0,3.197
CSCE,430,KEYSER J,2022,SPRING,700,30,12,6,3,1,3,0,0,5,0,3.288
CSCE,430,KEYSER J,2023,SPRING,700,60,21,7,4,1,0,0,0,5,0,3.452
CSCE,430,KEYSER J,2024,SPRING,700,69,14,6,4,1,1,0,0,5,0,3.553
CSCE,431,HUANG S,2016,SPRING,1003,18,47,10,3,0,0,0,0,3,0,3.026
CSCE,431,HUANG S,2017,SPRING,1003,38,15,4,2,0,0,0,0,0,0,3.508
CSCE,431,HUANG S,2019,SPRING,1506,33,44,16,5,0,0,0,0,0,0,3.071
CSCE,431,JARVI J,2012,SPRING,1003,15,23,8,4,0,0,0,0,2,0,2.98
CSCE,431,JARVI J,2013,SPRING,1003,29,27,3,0,0,0,0,0,1,0,3.441
CSCE,431,NOWAK M,2020,SPRING,2006,63,40,6,0,0,0,0,0,0,0,3.523
CSCE,431,RITCHEY P,2018,SPRING,2056,54,30,9,5,1,0,0,0,2,0,3.323
CSCE,431,RITCHEY P,2019,FALL,1503,14,66,16,3,1,0,0,0,0,0,2.89
CSCE,431,RITCHEY P,2019,SPRING,550,12,6,2,0,0,0,0,0,0,0,3.5
CSCE,431,RITCHEY P,2020,SPRING,550,7,14,2,0,0,0,0,0,0,0,3.217
CSCE,431,RITCHEY P,2022,SPRING,550,22,7,1,0,0,0,0,0,2,0,3.7
CSCE,431,RITCHEY P,2023,SPRING,550,3,10,1,0,0,0,0,0,0,0,3.143
CSCE,431,RITCHEY P,2024,SPRING,550,13,2,4,1,1,0,0,0,0,0,3.19
CSCE,431,WADE P,2020,FALL,2006,102,21,3,0,0,0,0,0,1,0,3.786
CSCE,431,WADE P,2021,FALL,2523,83,8,2,0,0,0,0,0,3,0,3.871
CSCE,431,WADE P,2021,SPRING,2006,119,14,2,0,0,0,0,0,3,0,3.867
CSCE,431,WADE P,2022,FALL,3525,101,22,0,0,2,0,0,0,7,0,3.76
CSCE,431,WADE P,2022,SPRING,2006,71,11,3,0,0,0,0,0,0,0,3.8
CSCE,431,WADE P,2023,FALL,1503,31,6,3,0,1,0,0,0,0,0,3.61
CSCE,431,WADE P,2023,SPRING,1503,39,16,0,1,0,0,0,0,4,0,3.661
CSCE,431,WADE P,2024,SPRING,1503,78,3,2,0,0,0,0,0,2,0,3.916
CSCE,431,WALKER D,2014,SPRING,1003,46,19,4,0,1,0,0,0,0,0,3.557
CSCE,431,WALKER D,2015,SPRING,1506,34,25,3,1,0,0,0,0,0,0,3.46
CSCE,432,MOORE J,2023,SPRING,500,77,5,2,0,0,0,0,0,1,0,3.893
CSCE,432,MOORE J,2024,SPRING,500,71,7,1,1,1,0,0,0,0,0,3.802
CSCE,433,CHEN J,2022,SPRING,500,6,13,10,1,0,0,0,0,0,0,2.8
CSCE,433,CRAWFORD V,2024,SPRING,500,8,2,5,1,0,0,0,0,0,0,3.062
CSCE,433,GARAY J,2022,FALL,500,8,4,6,1,2,0,0,0,2,1,2.714
CSCE,433,SZE S,2012,SPRING,500,10,8,3,0,0,0,0,0,0,0,3.333
CSCE,433,SZE S,2014,SPRING,500,11,13,2,0,1,0,0,0,0,0,3.222
CSCE,433,SZE S,2023,FALL,500,13,13,0,0,0,0,0,0,0,0,3.5
CSCE,433,WELCH J,2018,SPRING,500,8,9,7,4,4,0,0,0,4,0,2.406
CSCE,433,WELCH J,2019,SPRING,500,8,8,3,2,2,0,0,0,1,0,2.783
CSCE,433,WELCH J,2020,SPRING,500,12,13,7,3,0,3,0,0,0,0,2.971
CSCE,433,WELCH J,2021,SPRING,500,9,8,3,0,1,0,0,0,4,0,3.143
CSCE,433,WILLIAMS T,2013,SPRING,500,6,8,5,1,0,0,0,0,0,0,2.95
CSCE,433,WILLIAMS T,2015,SPRING,500,3,6,3,0,0,1,0,0,1,0,3.0
CSCE,433,WILLIAMS T,2016,SPRING,500,15,16,6,2,1,0,0,0,0,0,3.05
CSCE,433,WILLIAMS T,2017,SPRING,500,9,14,11,1,1,0,0,0,1,0,2.806
CSCE,434,HORDEMANN G,2016,FALL,500,9,3,5,0,2,0,0,0,6,0,2.895
CSCE,434,HORDEMANN G,2018,FALL,500,9,4,3,1,5,0,0,0,17,0,2.5
CSCE,434,MCGUIRE T,2021,SPRING,500,36,14,9,4,3,0,0,0,9,0,3.152
CSCE,434,NGUYEN K,2021,FALL,501,4,4,5,0,1,0,0,0,12,0,2.714
CSCE,434,NGUYEN K,2022,FALL,500,7,2,2,0,0,0,0,0,9,0,3.455
CSCE,434,NGUYEN K,2023,FALL,500,5,3,1,0,2,0,0,0,6,0,2.818
CSCE,434,NGUYEN K,2024,SPRING,500,2,0,3,0,1,0,0,0,6,0,2.333
CSCE,434,RAUCHWERGER L,2012,FALL,500,3,4,2,3,4,0,0,0,2,0,1.938
CSCE,434,RAUCHWERGER L,2013,FALL,700,8,3,0,0,8,0,0,0,3,0,2.158
CSCE,434,RAUCHWERGER L,2014,FALL,500,11,1,1,2,1,0,0,0,7,0,3.188
CSCE,434,RAUCHWERGER L,2015,FALL,500,8,0,1,0,4,0,0,0,9,0,2.615
CSCE,434,RAUCHWERGER L,2017,FALL,500,9,4,0,1,3,0,0,0,12,0,2.882
CSCE,435,DAVIS T,2017,FALL,500,19,17,8,3,4,0,0,0,1,0,2.863
CSCE,435,DAVIS T,2017,SPRING,500,16,13,5,5,0,1,0,1,1,0,3.026
CSCE,435,PEARCE O,2021,FALL,500,53,3,0,0,0,0,0,0,1,0,3.946
CSCE,435,PEARCE O,2022,FALL,500,78,11,4,0,0,0,0,0,1,0,3.796
CSCE,435,PEARCE O,2023,FALL,500,84,15,1,0,0,0,0,0,0,0,3.83
CSCE,435,SARIN V,2013,FALL,500,8,30,13,1,2,1,0,0,1,0,2.759
CSCE,435,SARIN V,2014,FALL,500,9,40,5,4,2,0,0,0,0,0,2.833
CSCE,435,SARIN V,2015,FALL,500,20,30,5,2,1,0,0,0,0,0,3.138
CSCE,435,SARIN V,2016,FALL,500,23,14,2,1,2,0,0,0,0,0,3.31
CSCE,435,SARIN V,2017,SUMMER,100,10,16,9,2,1,0,0,0,0,0,2.842
CSCE,435,SARIN V,2018,SPRING,500,14,16,4,0,0,0,0,0,0,0,3.294
CSCE,435,SARIN V,2018,SUMMER,100,15,4,4,0,0,0,0,0,0,0,3.478
CSCE,435,SARIN V,2019,FALL,500,32,16,7,2,0,0,0,0,1,0,3.368
CSCE,435,SARIN V,2019,SUMMER,100,21,4,0,2,0,0,0,0,0,0,3.63
CSCE,435,SARIN V,2020,FALL,500,23,4,3,0,2,0,0,0,1,0,3.438
CSCE,435,SARIN V,2020,SPRING,500,19,6,6,1,0,0,0,0,0,0,3.344
CSCE,435,SARIN V,2020,SUMMER,298,19,10,1,0,3,0,0,0,1,0,3.273
CSCE,435,SARIN V,2021,SPRING,500,34,5,0,0,1,0,0,0,0,0,3.775
CSCE,435,SARIN V,2021,SUMMER,700,17,5,2,2,1,0,0,0,0,0,3.296
CSCE,435,SARIN V,2022,SPRING,500,36,1,0,0,0,0,0,0,0,0,3.973
CSCE,435,SARIN V,2022,SUMMER,701,20,3,2,5,2,0,0,0,1,0,3.062
CSCE,435,SARIN V,2023,SPRING,500,32,7,2,1,0,0,0,0,0,0,3.667
CSCE,435,SARIN V,2023,SUMMER,701,8,5,2,0,1,0,0,0,1,0,3.188
CSCE,435,SARIN V,2024,SPRING,500,35,2,1,0,0,0,0,0,0,0,3.895
CSCE,436,FURUTA R,2015,FALL,500,54,24,8,2,1,0,0,0,0,0,3.438
CSCE,436,HAMMOND T,2012,FALL,500,6,2,1,1,1,1,0,0,1,34,3.0
CSCE,436,HAMMOND T,2013,FALL,500,25,23,1,1,0,0,0,0,0,0,3.44
CSCE,436,KIM J,2020,SPRING,500,49,7,0,0,0,0,0,0,0,0,3.875
CSCE,436,KIM J,2021,SPRING,700,83,16,0,0,0,0,0,0,1,0,3.838
CSCE,436,KIM J,2022,SPRING,700,89,11,0,0,0,0,0,0,0,0,3.89
CSCE,436,KIM J,2023,SPRING,700,106,21,2,0,0,0,0,0,1,0,3.806
CSCE,436,KIM J,2024,SPRING,700,82,15,2,0,0,0,0,0,1,0,3.808
CSCE,436,MOORE J,2016,FALL,500,60,32,2,1,0,0,0,0,1,0,3.589
CSCE,436,MOORE J,2017,FALL,500,38,15,5,0,0,0,0,0,1,0,3.569
CSCE,436,MOORE J,2017,SPRING,500,33,25,1,0,0,0,0,0,0,0,3.542
CSCE,436,MOORE J,2018,SPRING,500,28,23,3,1,0,0,0,0,1,0,3.418
CSCE,436,MOORE J,2019,FALL,500,65,22,9,0,2,0,0,0,1,0,3.51
CSCE,436,MOORE J,2019,SPRING,500,59,31,4,3,1,0,0,0,1,0,3.469
CSCE,436,MOORE J,2020,FALL,500,83,8,3,0,1,0,0,0,2,0,3.811
CSCE,436,MOORE J,2021,FALL,500,78,18,0,0,0,0,0,0,1,0,3.812
CSCE,436,MOORE J,2022,FALL,700,91,5,3,0,0,0,0,0,0,0,3.889
CSCE,436,MOORE J,2023,FALL,500,82,17,1,0,0,0,0,0,0,0,3.81
CSCE,436,SHIPMAN F,2014,FALL,500,45,14,1,0,0,0,0,0,0,0,3.733
CSCE,438,CAVERLEE J,2014,SPRING,500,34,24,1,0,1,0,0,0,0,0,3.5
CSCE,438,MOORE J,2015,SPRING,500,17,26,8,2,0,0,0,0,1,0,3.094
CSCE,438,STOLERU R,2013,SPRING,500,15,14,5,0,2,0,0,0,2,0,3.111
CSCE,438,STOLERU R,2017,SPRING,500,10,22,11,3,2,0,0,0,4,0,2.729
CSCE,438,STOLERU R,2018,SPRING,500,13,21,8,4,2,0,0,0,2,0,2.812
CSCE,438,STOLERU R,2019,SPRING,500,14,22,10,2,2,0,0,0,2,0,2.88
CSCE,438,STOLERU R,2020,SPRING,500,20,30,5,0,1,0,0,0,1,0,3.214
CSCE,438,STOLERU R,2022,SPRING,700,31,19,17,4,2,0,0,0,12,0,3.0
CSCE,438,STOLERU R,2023,SPRING,500,11,26,7,1,0,0,0,0,6,0,3.044
CSCE,438,STOLERU R,2024,SPRING,700,23,27,10,6,1,0,0,0,10,0,2.97
CSCE,439,CARLISLE M,2023,FALL,500,15,10,1,0,0,0,0,0,1,0,3.538
CSCE,440,KLAPPENECKER A,2012,FALL,500,10,5,0,0,0,0,0,0,1,0,3.667
CSCE,440,KLAPPENECKER A,2014,FALL,500,11,6,2,0,0,0,0,0,1,0,3.474
CSCE,440,KLAPPENECKER A,2016,FALL,500,8,6,0,0,0,0,0,0,0,0,3.571
CSCE,440,KLAPPENECKER A,2021,SPRING,500,17,3,2,1,2,0,0,0,4,0,3.28
CSCE,440,KLAPPENECKER A,2022,SPRING,500,19,6,0,0,1,0,0,0,1,0,3.615
CSCE,440,KLAPPENECKER A,2023,FALL,500,10,2,0,0,0,0,0,0,0,0,3.833
CSCE,440,KLAPPENECKER A,2023,SPRING,500,19,2,0,0,1,0,0,0,2,0,3.727
CSCE,440,SONG F,2019,SPRING,500,4,3,1,1,0,0,0,0,1,0,3.111
CSCE,441,CHAI J,2012,FALL,500,17,14,4,2,9,2,0,0,1,1,2.609
CSCE,441,CHAI J,2013,SPRING,500,14,11,14,3,4,0,0,0,4,0,2.609
CSCE,441,CHAI J,2015,FALL,500,10,11,6,8,10,1,0,0,9,0,2.067
CSCE,441,CHAI J,2015,SPRING,500,14,8,3,9,7,0,0,0,13,0,2.317
CSCE,441,CHAI J,2016,SPRING,500,12,8,12,4,4,3,0,0,10,0,2.5
CSCE,441,KEYSER J,2018,FALL,500,11,12,14,8,5,0,0,0,5,0,2.32
CSCE,441,KHADEMI KALANTARI N,2019,FALL,500,19,11,13,2,9,2,0,0,2,0,2.537
CSCE,441,KHADEMI KALANTARI N,2020,FALL,500,14,12,11,2,3,0,0,0,5,0,2.762
CSCE,441,KHADEMI KALANTARI N,2021,FALL,500,17,15,3,2,2,1,0,0,7,0,3.103
CSCE,441,KHADEMI KALANTARI N,2022,FALL,700,34,19,24,2,10,0,0,0,9,0,2.73
CSCE,441,KHADEMI KALANTARI N,2023,FALL,700,28,19,6,9,8,0,0,0,6,0,2.714
CSCE,441,SCHAEFER S,2012,SPRING,500,11,16,6,5,8,0,0,0,3,0,2.37
CSCE,441,SCHAEFER S,2013,FALL,500,6,10,9,10,7,1,0,0,14,0,1.952
CSCE,441,SCHAEFER S,2014,FALL,500,14,12,5,1,12,1,0,0,8,0,2.341
CSCE,441,SCHAEFER S,2014,SPRING,500,17,6,8,3,16,0,0,0,4,0,2.1
CSCE,441,SCHAEFER S,2016,FALL,500,16,11,7,4,9,1,0,0,9,0,2.447
CSCE,441,SCHAEFER S,2017,FALL,500,11,14,3,4,6,0,0,0,15,0,2.526
CSCE,441,SUEDA S,2017,SPRING,500,15,13,16,3,0,0,0,0,5,0,2.851
CSCE,441,SUEDA S,2018,SPRING,500,19,7,14,6,4,2,0,0,4,0,2.62
CSCE,441,SUEDA S,2019,SPRING,500,18,8,8,5,4,1,0,0,7,0,2.721
CSCE,441,SUEDA S,2020,SPRING,700,19,8,10,6,6,1,0,0,0,0,2.571
CSCE,441,SUEDA S,2021,SPRING,700,42,22,10,4,2,0,0,0,17,0,3.225
CSCE,441,SUEDA S,2022,SPRING,700,52,13,10,2,3,1,0,0,14,0,3.362
CSCE,441,SUEDA S,2023,SPRING,700,45,26,9,3,3,0,0,0,8,0,3.244
CSCE,441,SUEDA S,2024,SPRING,500,43,18,15,3,6,1,0,0,12,0,3.047
CSCE,442,WANG W,2023,SPRING,500,7,3,4,1,0,0,0,0,3,16,3.067
CSCE,442,WANG W,2024,SPRING,500,39,4,0,1,1,0,0,0,2,0,3.756
CSCE,443,ANDREASSON M,2018,FALL,500,6,5,0,0,0,0,0,0,0,0,3.545
CSCE,443,ANDREASSON M,2020,FALL,500,7,2,0,0,0,0,0,0,0,0,3.778
CSCE,443,BRACKENRIDGE R,2012,FALL,500,7,9,0,0,0,0,0,0,0,0,3.438
CSCE,443,GOOCH B,2016,FALL,500,31,6,2,0,1,0,0,0,1,0,3.65
CSCE,443,GOOCH B,2016,SPRING,500,55,11,4,1,3,1,0,0,0,0,3.541
CSCE,443,SALEEM W,2013,FALL,501,8,5,2,0,0,0,0,0,0,0,3.4
CSCE,443,SCHAEFER S,2013,FALL,500,8,6,0,0,0,0,0,0,0,0,3.571
CSCE,443,SMITH M,2024,SPRING,500,9,0,0,0,0,0,0,0,1,0,4.0
CSCE,443,SUEDA S,2019,FALL,500,14,4,1,0,0,0,0,0,0,0,3.684
CSCE,443,THOMAS A,2014,FALL,500,19,0,0,0,0,0,0,0,0,0,4.0
CSCE,443,THOMAS A,2014,SPRING,500,12,0,0,0,0,0,0,0,0,0,4.0
CSCE,443,THOMAS A,2015,SPRING,500,16,0,0,0,0,0,0,0,0,0,4.0
CSCE,443,THOMAS A,2017,FALL,500,12,0,1,0,0,0,0,0,0,0,3.846
CSCE,443,THOMAS A,2019,SPRING,501,5,1,0,0,0,0,0,0,1,0,3.833
CSCE,443,THOMAS A,2020,SPRING,501,9,0,0,0,0,0,0,0,0,0,4.0
CSCE,443,THOMAS A,2022,SPRING,501,7,0,0,0,0,0,0,0,0,0,4.0
CSCE,443,THOMAS A,2023,SPRING,500,10,0,0,0,0,0,0,0,0,0,4.0
CSCE,444,KERNE A,2015,FALL,500,26,20,4,1,3,0,0,0,5,0,3.204
CSCE,445,FURUTA R,2019,FALL,500,18,23,9,2,0,0,0,0,1,0,3.096
CSCE,445,FURUTA R,2019,SPRING,500,21,28,7,2,1,0,0,0,0,0,3.119
CSCE,445,FURUTA R,2020,FALL,700,46,8,2,0,0,0,0,0,0,0,3.786
CSCE,445,SHIPMAN F,2012,SPRING,500,17,2,0,0,0,0,0,0,0,0,3.895
CSCE,445,SHIPMAN F,2014,SPRING,500,19,5,4,0,0,0,0,0,0,0,3.536
CSCE,445,SHIPMAN F,2015,SPRING,500,28,8,1,0,0,0,0,0,0,0,3.73
CSCE,445,SHIPMAN F,2016,SPRING,500,40,9,1,0,0,1,0,0,1,0,3.78
CSCE,445,SHIPMAN F,2017,SPRING,500,25,4,0,0,0,0,0,0,0,0,3.862
CSCE,445,SHIPMAN F,2018,FALL,500,45,12,1,0,0,0,0,0,1,0,3.759
CSCE,445,SHIPMAN F,2018,SPRING,500,37,7,1,0,1,0,0,0,1,0,3.717
CSCE,445,SHIPMAN F,2020,SPRING,500,45,9,2,0,0,0,0,0,0,0,3.768
CSCE,445,SHIPMAN F,2022,SPRING,500,31,4,3,0,0,0,0,0,1,0,3.737
CSCE,445,SHIPMAN F,2023,SPRING,500,35,1,1,0,0,0,0,0,0,0,3.919
CSCE,445,SHIPMAN F,2024,SPRING,500,37,3,0,0,0,0,0,0,0,0,3.925
CSCE,446,ROJAS MUNOZ E,2023,SPRING,500,4,2,1,0,0,0,0,0,0,0,3.429
CSCE,446,ROJAS MUNOZ E,2024,SPRING,500,4,1,0,0,0,0,0,0,0,0,3.8
CSCE,446,SEO J,2022,SPRING,500,5,1,0,0,0,0,0,0,2,0,3.833
CSCE,447,MCNAMARA A,2020,FALL,500,2,3,0,0,0,0,0,0,0,0,3.4
CSCE,447,MCNAMARA A,2023,SPRING,600,5,0,0,0,0,0,0,0,0,0,4.0
CSCE,447,SHIPMAN F,2021,FALL,500,33,4,0,0,1,0,0,0,1,0,3.789
CSCE,447,SHIPMAN F,2023,FALL,500,62,0,2,0,0,0,0,0,0,0,3.938
CSCE,448,KHADEMI KALANTARI N,2023,SPRING,500,28,3,3,1,0,0,0,0,0,0,3.657
CSCE,448,KHADEMI KALANTARI N,2024,SPRING,500,15,10,2,1,0,0,0,0,1,0,3.393
CSCE,449,PERLMAN R,2024,SPRING,500,33,5,3,0,0,0,0,0,3,0,3.732
CSCE,450,SUEDA S,2022,FALL,500,16,5,2,0,0,0,0,0,2,0,3.609
CSCE,450,SUEDA S,2023,FALL,700,17,0,2,0,0,0,0,0,0,0,3.789
CSCE,451,CARLISLE M,2024,SPRING,500,53,12,2,0,4,0,0,0,6,0,3.549
CSCE,451,LIU J,2017,SPRING,1001,16,11,11,3,0,0,0,0,5,0,2.976
CSCE,451,LIU J,2018,SPRING,500,14,4,3,0,0,0,0,0,1,0,3.524
CSCE,451,LIU J,2019,SPRING,500,17,7,0,1,1,1,0,0,2,0,3.462
CSCE,451,LIU J,2020,SPRING,500,27,10,0,0,0,0,0,0,1,0,3.73
CSCE,451,LIU J,2021,SPRING,1001,25,26,2,0,0,1,0,0,4,0,3.434
CSCE,451,LIU J,2022,SPRING,500,24,22,0,0,0,0,0,0,1,0,3.522
CSCE,451,LIU J,2023,FALL,500,12,15,8,0,1,1,0,0,1,0,3.028
CSCE,451,LIU J,2023,SPRING,500,35,18,4,2,0,0,0,0,2,0,3.458
CSCE,452,O,2023,FALL,500,13,7,5,1,3,0,0,0,3,0,2.897
CSCE,452,O,2023,SPRING,500,26,22,8,3,0,0,0,0,1,0,3.203
CSCE,452,O,2024,SPRING,500,5,6,9,1,5,0,0,0,2,0,2.192
CSCE,452,SONG D,2013,SPRING,500,25,17,3,1,1,0,0,0,0,0,3.362
CSCE,452,SONG D,2014,SPRING,500,6,14,4,0,0,1,0,0,0,0,3.083
CSCE,452,SONG D,2015,SPRING,500,7,17,9,1,0,0,0,0,0,0,2.882
CSCE,452,SONG D,2016,SPRING,500,15,21,15,1,0,0,0,0,1,0,2.962
CSCE,452,SONG D,2017,SPRING,500,12,20,8,2,0,0,0,0,1,0,3.0
CSCE,452,SONG D,2018,FALL,500,20,23,7,0,0,1,0,0,1,0,3.26
CSCE,452,SONG D,2021,FALL,500,17,8,1,0,0,0,0,0,0,0,3.615
CSCE,452,YEH S,2019,FALL,500,22,18,5,0,0,0,0,0,0,0,3.378
CSCE,461,JAFARI R,2018,FALL,1001,3,5,2,2,0,0,0,0,0,0,2.75
CSCE,462,LIU J,2012,FALL,1003,15,7,7,0,0,4,0,0,0,0,3.276
CSCE,462,LIU J,2012,SPRING,1003,18,6,1,0,1,0,0,0,0,0,3.538
CSCE,462,LIU J,2013,FALL,1003,16,19,0,0,0,0,0,0,0,0,3.457
CSCE,462,LIU J,2013,SPRING,1003,10,9,1,0,0,4,0,0,0,0,3.45
CSCE,462,LIU J,2014,FALL,1506,24,12,13,0,0,0,0,0,1,0,3.224
CSCE,462,LIU J,2014,SPRING,1003,13,13,10,0,1,2,0,0,0,0,3.0
CSCE,462,LIU J,2015,FALL,1003,25,11,6,0,0,0,0,0,1,0,3.452
CSCE,462,LIU J,2015,SPRING,1003,18,17,1,0,0,2,0,0,0,0,3.472
CSCE,462,LIU J,2016,FALL,1506,37,18,11,0,0,0,0,0,1,0,3.394
CSCE,462,LIU J,2016,SPRING,1003,14,10,9,0,0,0,0,0,0,0,3.152
CSCE,462,LIU J,2017,SPRING,1003,23,14,15,0,1,0,0,0,0,0,3.094
CSCE,462,LIU J,2018,FALL,1003,26,16,3,0,1,0,0,0,0,0,3.435
CSCE,462,LIU J,2018,SPRING,1003,33,15,5,0,0,0,0,0,1,0,3.528
CSCE,462,LIU J,2019,FALL,500,24,16,3,0,0,1,0,0,1,0,3.488
CSCE,462,LIU J,2019,SPRING,501,20,14,5,0,0,0,0,0,0,0,3.385
CSCE,462,LIU J,2020,FALL,1001,24,20,7,0,2,0,0,0,1,0,3.208
CSCE,462,LIU J,2020,SPRING,1003,41,25,0,0,0,0,0,0,1,0,3.621
CSCE,462,LIU J,2021,FALL,1001,26,16,4,0,0,0,0,0,2,0,3.478
CSCE,462,LIU J,2021,SPRING,1003,27,30,7,0,1,0,0,0,3,0,3.262
CSCE,462,LIU J,2022,FALL,1001,23,8,6,0,2,0,0,0,0,0,3.282
CSCE,462,LIU J,2022,SPRING,1001,29,21,4,0,1,0,0,0,1,0,3.4
CSCE,462,LIU J,2023,FALL,1001,19,9,3,0,0,0,0,0,1,0,3.516
CSCE,462,LIU J,2023,SPRING,1001,25,28,9,0,0,1,0,0,1,0,3.258
CSCE,462,LIU J,2024,SPRING,1503,42,12,3,0,0,0,0,0,1,0,3.684
CSCE,462,MAHAPATRA R,2017,FALL,1506,13,24,8,1,0,3,0,0,0,0,3.065
CSCE,463,LOGUINOV D,2013,FALL,500,2,3,6,3,3,0,0,0,18,0,1.882
CSCE,463,LOGUINOV D,2013,SPRING,500,2,5,2,1,1,0,0,0,2,0,2.545
CSCE,463,LOGUINOV D,2015,SPRING,500,10,10,8,5,5,0,0,0,5,0,2.395
CSCE,463,LOGUINOV D,2016,SPRING,500,12,6,3,2,2,1,0,0,12,0,2.96
CSCE,463,LOGUINOV D,2017,SPRING,500,16,5,2,0,4,0,0,0,4,0,3.074
CSCE,463,LOGUINOV D,2018,SPRING,500,4,2,6,5,0,0,0,0,4,0,2.294
CSCE,463,LOGUINOV D,2019,FALL,500,9,12,2,0,3,1,0,0,5,0,2.923
CSCE,463,LOGUINOV D,2019,SPRING,500,9,5,6,1,3,1,0,0,2,0,2.667
CSCE,463,LOGUINOV D,2020,FALL,500,18,5,4,0,1,0,0,0,5,0,3.393
CSCE,463,LOGUINOV D,2021,FALL,500,15,6,1,0,1,1,0,0,4,0,3.478
CSCE,463,LOGUINOV D,2021,SPRING,500,16,3,5,3,1,0,0,0,7,0,3.071
CSCE,463,LOGUINOV D,2022,FALL,500,14,5,2,1,1,0,0,0,6,0,3.304
CSCE,463,LOGUINOV D,2022,SPRING,500,14,5,3,1,4,0,0,0,4,0,2.889
CSCE,463,LOGUINOV D,2023,FALL,500,12,7,2,0,2,0,0,0,7,0,3.174
CSCE,463,LOGUINOV D,2023,SPRING,500,10,7,3,2,5,0,0,0,6,0,2.556
CSCE,463,LOGUINOV D,2024,SPRING,500,9,5,3,0,1,1,0,0,1,0,3.167
CSCE,464,AGUMBE SURESH M,2017,FALL,500,24,11,14,1,1,0,0,0,6,0,3.098
CSCE,464,ALTAWEEL A,2018,SPRING,500,16,9,10,4,4,0,0,0,9,0,2.674
CSCE,464,STOLERU R,2012,FALL,500,27,13,5,0,1,0,0,0,0,0,3.413
CSCE,464,STOLERU R,2013,FALL,500,19,23,4,0,0,0,0,0,1,0,3.326
CSCE,464,STOLERU R,2015,FALL,500,17,33,12,6,4,0,0,0,4,0,2.736
CSCE,464,STOLERU R,2016,FALL,500,8,21,15,6,2,1,0,0,5,0,2.519
CSCE,464,STOLERU R,2018,FALL,500,19,23,12,2,1,0,0,0,0,0,3.0
CSCE,464,STOLERU R,2019,FALL,500,17,25,12,1,1,0,0,0,2,0,3.0
CSCE,464,STOLERU R,2020,FALL,500,18,23,9,2,0,0,0,0,4,0,3.096
CSCE,464,STOLERU R,2023,FALL,500,10,11,7,0,1,0,0,0,3,0,3.0
CSCE,464,STOLERU R,2023,SPRING,500,22,37,11,4,0,0,0,0,9,0,3.041
CSCE,465,CARLISLE M,2020,SPRING,702,51,40,9,0,0,0,0,0,0,0,3.42
CSCE,465,CARLISLE M,2022,SPRING,501,30,39,12,5,3,0,0,0,4,0,2.989
CSCE,465,CARLISLE M,2023,SPRING,700,44,36,12,1,1,0,0,0,4,0,3.287
CSCE,465,CARLISLE M,2024,SPRING,500,35,53,9,0,0,0,0,0,2,0,3.268
CSCE,465,DA SILVA D,2021,SPRING,700,77,16,3,0,2,0,0,0,1,0,3.694
CSCE,465,GU G,2012,SPRING,500,24,25,7,2,1,0,0,0,0,0,3.169
CSCE,465,GU G,2013,SPRING,500,25,23,6,0,3,0,0,0,2,0,3.175
CSCE,465,GU G,2014,SPRING,500,18,22,12,4,2,0,0,0,1,0,2.862
CSCE,465,GU G,2015,SPRING,500,15,27,12,3,0,0,0,0,2,0,2.947
CSCE,465,GU G,2018,SPRING,500,21,34,17,5,3,0,0,0,7,0,2.812
CSCE,465,GU G,2019,FALL,500,31,23,17,11,4,0,0,0,7,0,2.767
CSCE,465,GU G,2020,FALL,700,33,27,11,7,2,0,0,0,9,0,3.025
CSCE,465,GU G,2021,FALL,500,19,32,18,1,4,0,0,0,13,0,2.824
CSCE,465,GU G,2022,FALL,500,16,16,6,0,5,0,0,0,2,0,2.884
CSCE,465,GU G,2023,FALL,500,12,5,0,1,2,0,0,0,5,0,3.2
CSCE,465,HONG S,2019,SPRING,501,30,37,5,2,2,1,0,0,5,0,3.197
